ID,name,eur_value,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk
201144,M. Badelj,10500000,3,4,Medium,High,Right,69,54,66,82,66,64,58,82,80,58,60,67,78,64,72,58,80,72,72,76,80,62,78,68,72,70,78,76,
200215,S. Rode,10500000,3,3,High,High,Right,69,55,66,75,55,51,57,72,73,72,65,72,77,75,75,78,86,75,65,84,80,69,71,51,74,76,78,78,
199626,André André,10500000,3,4,High,High,Right,65,69,64,80,64,78,61,78,80,73,69,74,76,74,75,70,75,61,71,77,77,77,75,84,80,62,75,65,
199304,Danilo,10500000,3,4,High,Medium,Right,71,61,68,76,72,74,76,69,77,75,80,73,79,65,85,75,83,79,72,74,81,75,63,67,69,72,77,78,
199042,C. Aránguiz,10500000,3,4,Medium,Medium,Right,78,64,53,81,68,75,76,81,80,77,73,81,70,85,80,61,86,64,75,68,73,75,80,79,76,54,64,61,
197225,N. Lodeiro,10500000,4,4,Medium,Medium,Left,76,65,42,79,70,81,77,75,82,73,69,78,79,79,71,66,88,61,76,66,42,77,80,76,79,39,49,37,
193584,G. Burgstaller,10500000,3,5,High,High,Right,69,80,73,72,74,62,42,58,73,69,77,66,78,62,80,75,91,81,73,80,29,84,62,64,77,17,31,12,
192557,M. Plattenhardt,10500000,3,3,Medium,Medium,Left,90,43,58,78,54,85,89,69,78,76,77,68,75,74,79,72,77,71,55,64,71,67,65,61,69,77,78,77,
189157,Y. Bolasie,10500000,5,4,High,High,Right,75,64,51,71,51,62,49,67,82,86,87,82,74,76,81,64,76,82,71,76,31,69,65,65,69,27,34,17,
187736,P. Mamaev,10500000,3,4,Medium,Medium,Right,76,74,60,80,66,64,71,45,81,79,78,69,76,72,72,77,74,59,73,73,70,74,80,85,75,65,69,68,
187607,A. Dzyuba,10500000,3,3,Medium,Low,Right,61,77,88,71,72,65,60,55,78,66,65,50,75,32,79,60,78,93,66,75,30,81,73,77,70,25,15,19,
187052,Y. M'Vila,10500000,2,3,Medium,Medium,Right,62,56,61,82,56,70,67,79,73,79,72,73,76,62,68,71,81,75,67,83,81,41,72,68,69,73,75,72,
183125,T. Deeney,10500000,3,3,High,Medium,Right,55,80,82,73,78,68,36,60,75,64,65,65,74,73,86,82,77,92,78,80,29,77,73,80,78,33,29,25,
182836,A. Carroll,10500000,2,3,Medium,High,Left,62,77,91,65,74,53,42,57,74,60,64,62,77,49,85,84,68,93,78,85,45,76,65,73,78,42,46,43,
180283,Ki Sung Yueng,10500000,3,4,Medium,High,Right,74,72,71,86,55,76,77,81,81,61,68,70,67,59,83,70,71,72,72,66,54,73,81,76,81,55,70,71,
175895,V. Odjidja-Ofoe,10500000,3,4,Medium,Medium,Right,70,69,68,82,66,64,71,78,78,65,65,54,72,51,82,80,74,83,73,75,70,69,85,72,77,63,72,69,
170369,G. dos Santos,10500000,4,4,High,Low,Left,73,76,61,75,75,73,80,70,83,87,86,88,76,90,78,66,66,45,76,53,28,73,70,70,76,21,28,23,
169706,J. Cork,10500000,2,4,Medium,High,Right,66,60,73,80,60,73,58,78,77,61,58,63,79,71,72,73,84,80,56,72,80,70,76,58,80,73,78,76,
200197,N. Blandi,10500000,3,3,Medium,Medium,Right,55,82,80,69,77,55,54,63,75,67,65,79,78,60,75,82,74,64,72,47,41,83,43,78,79,33,30,27,
188166,M. Phillips,10500000,3,4,Medium,Medium,Right,77,69,54,68,45,72,48,67,74,88,86,78,65,71,80,54,74,78,74,55,28,72,70,61,67,29,40,34,
229148,Dalbert,10500000,2,3,High,Medium,Left,77,59,60,74,52,68,47,69,75,91,91,83,76,68,72,59,82,67,61,76,71,77,66,42,69,73,75,74,
203299,A. Carrillo,10500000,4,4,High,Medium,Right,76,71,70,73,74,78,55,60,79,86,83,80,75,77,76,74,65,72,75,53,34,76,75,68,73,19,32,25,
198198,Jordi Amat,10500000,2,3,Low,High,Right,31,34,74,68,28,40,36,52,65,63,72,59,70,58,75,78,66,79,65,82,71,30,59,28,69,78,77,80,
190014,Y. Salibur,10500000,4,4,High,Medium,Left,76,73,58,72,62,72,74,65,76,90,84,82,72,75,78,77,72,65,75,46,48,74,70,65,73,36,33,35,
191565,Y. Ōsako,10500000,3,5,Medium,Medium,Right,42,72,70,79,74,72,53,59,80,77,76,80,78,78,75,78,68,64,69,65,31,79,79,70,77,28,39,32,
214132,Y. Chará,10500000,4,4,High,Medium,Right,65,77,49,72,63,41,31,65,73,93,91,93,72,93,70,89,76,69,63,57,42,77,72,62,74,29,61,57,
188536,S. Hanni,10500000,4,4,High,Medium,Right,74,74,57,75,70,71,70,69,76,76,74,77,75,75,76,34,80,65,75,53,51,75,79,67,76,30,54,45,
200315,Cristian Tello,10500000,3,3,Medium,Low,Right,74,68,47,74,66,72,64,60,82,90,90,83,68,75,78,72,75,54,68,48,26,72,69,56,66,20,30,26,
194958,A. Mooy,10500000,3,3,Medium,Medium,Right,73,69,50,79,65,71,71,79,78,67,70,71,70,73,71,72,78,76,72,75,70,73,80,71,78,61,72,66,
229270,M. Lemos,10500000,2,3,High,Medium,Right,50,51,72,68,30,32,65,61,75,69,70,70,74,61,69,79,69,75,57,77,80,43,44,41,68,78,77,80,
199577,Sergi Gómez,10500000,2,2,High,Medium,Right,45,35,73,80,37,49,46,77,75,51,36,53,74,54,45,69,66,78,47,69,80,52,56,41,68,76,80,75,
213160,R. Zobnin,10500000,2,3,High,High,Right,62,55,65,78,44,43,59,76,77,74,78,70,76,65,52,63,90,63,66,70,75,64,72,53,75,75,78,74,
216774,W. Hoedt,10500000,2,3,Medium,High,Left,40,30,78,68,55,31,36,74,68,66,66,41,74,38,75,75,66,76,64,78,78,29,62,37,70,78,78,76,
216266,K. Tete,10500000,2,3,Medium,High,Right,68,30,72,71,36,42,34,58,67,75,79,66,75,72,60,76,78,78,41,81,72,50,47,46,74,82,81,86,
183518,Rui Fonte,10500000,3,3,Medium,Medium,Right,58,76,75,75,76,76,63,68,78,72,71,75,75,64,74,84,81,72,69,73,32,82,68,74,69,28,33,28,
188154,L. Holtby,10500000,3,4,Medium,Medium,Left,77,65,30,80,69,81,76,77,80,74,67,83,77,78,72,90,86,65,69,74,71,74,75,66,74,61,44,61,
203263,H. Maguire,10500000,2,3,High,High,Right,41,30,77,69,27,29,46,65,64,40,51,38,67,55,54,71,72,90,34,75,74,52,50,40,71,77,78,75,
219391,G. Escalante,10500000,3,3,Medium,High,Right,62,56,58,75,59,63,52,66,73,65,68,67,73,65,77,69,86,73,58,86,80,61,71,64,74,73,84,78,
204289,S. Berahino,10500000,3,4,Medium,Medium,Right,51,80,67,62,68,63,61,55,77,82,77,73,71,71,81,62,64,64,68,47,33,79,54,73,70,20,18,23,
229636,G. Pereiro,10500000,3,2,Medium,Medium,Left,72,76,74,72,68,66,71,58,82,74,76,74,74,56,81,70,72,75,77,57,30,75,72,62,78,39,40,36,
205869,Jairo,10500000,3,4,Medium,Medium,Right,72,68,49,75,60,71,60,67,75,87,86,84,75,86,69,73,68,50,68,54,29,74,71,75,68,29,31,28,
220477,M. Caldara,10500000,2,3,Low,Medium,Right,31,34,74,55,40,20,24,50,60,59,64,59,73,70,37,71,68,75,19,72,80,33,22,30,73,78,79,76,
219455,J. Calleri,10500000,3,2,High,Medium,Right,56,73,80,66,71,57,35,58,75,73,75,73,77,79,77,82,75,70,69,65,37,78,67,62,73,29,39,32,
230988,F. Krovinović,10500000,3,4,Medium,Medium,Right,65,64,43,76,60,76,49,78,75,69,74,78,76,75,72,55,69,59,75,41,30,72,80,58,73,44,47,49,
204366,J. Locadia,10500000,2,4,Medium,Medium,Right,67,74,66,72,67,65,75,69,72,76,82,69,70,63,83,58,72,82,75,74,37,71,67,69,76,30,34,31,
206436,Y. Benzia,10500000,4,4,High,Medium,Right,66,73,64,76,69,77,71,69,77,74,74,77,68,75,71,79,68,58,68,61,55,77,78,76,75,39,43,35,
226414,M. Coco,10500000,3,3,High,Medium,Right,76,72,59,76,68,60,36,65,77,88,88,82,69,75,69,60,60,62,68,49,50,74,68,59,69,30,44,32,
197231,K. Babacar,10500000,3,4,Medium,Medium,Right,50,79,74,64,76,64,60,46,76,73,78,71,70,60,82,76,69,80,62,58,20,77,48,70,70,20,26,24,
202884,L. Spinazzola,10500000,3,4,High,High,Right,75,62,62,75,59,62,41,70,80,81,83,74,71,61,65,76,90,76,65,64,66,57,71,59,74,67,65,62,
224394,Fábio Martins,10500000,4,3,Medium,High,Right,71,69,69,72,65,77,58,68,78,79,76,83,80,77,77,74,84,65,83,68,44,69,74,70,80,30,48,52,
212878,N. Castillo,10500000,3,3,Medium,Medium,Right,49,79,77,65,69,59,59,59,75,68,64,62,74,79,78,79,69,88,70,67,37,78,58,86,72,27,30,19,
208535,A. Duncan,10500000,3,3,Medium,High,Left,73,50,68,79,58,64,50,74,77,73,76,73,77,70,84,78,83,74,75,86,78,68,67,44,74,68,79,74,
216749,Carlos Mané,10500000,4,3,Medium,Medium,Right,69,71,64,71,73,81,42,60,74,88,86,90,76,92,77,66,74,37,72,55,49,79,74,65,74,27,41,33,
224218,F. Kamano,10500000,3,4,Medium,Medium,Right,73,74,49,69,65,57,55,55,75,90,89,78,67,78,74,55,66,64,71,59,24,72,68,62,68,35,33,29,
216796,F. Cartabia,10500000,4,3,High,Medium,Left,75,69,53,77,59,77,72,63,78,81,75,79,74,83,80,63,73,38,75,80,34,70,70,66,67,26,35,27,
199652,D. Praet,10500000,3,4,Medium,Medium,Right,76,65,62,80,70,74,67,74,78,75,71,76,73,72,72,67,74,62,74,64,58,75,73,56,74,40,58,61,
202476,Javi Espinosa,10500000,3,4,Medium,Medium,Right,73,65,50,80,62,76,72,72,79,74,71,76,71,82,59,46,69,56,67,49,58,66,79,66,69,58,62,52,
211706,Pere Pons,10500000,2,3,Medium,High,Right,60,55,58,82,43,52,62,76,75,69,68,73,75,71,62,66,83,69,58,75,77,58,74,45,69,72,76,74,
228650,Francisco Geraldes,10500000,3,4,Medium,Medium,Right,66,55,47,75,63,67,69,69,76,78,76,86,79,76,64,57,68,44,57,57,29,71,79,56,77,36,46,42,
235454,M. Sarr,10500000,2,4,Low,High,Left,68,49,73,72,37,68,40,69,64,76,69,74,70,70,50,75,80,79,40,70,73,59,62,44,79,74,77,73,
211408,K. Linetty,10500000,2,3,High,High,Right,59,60,57,78,37,62,35,73,76,71,70,76,73,79,64,80,82,65,61,79,77,72,73,50,71,63,76,67,
224254,C. Pavón,10500000,3,3,Medium,Medium,Right,62,72,45,76,58,71,77,66,74,90,86,91,66,81,82,59,78,45,83,56,19,70,66,59,70,25,28,26,
225116,A. Meret,10500000,1,2,Medium,Medium,Right,15,17,19,29,20,20,21,22,22,41,48,37,68,48,21,68,29,65,17,22,22,20,21,21,25,14,21,12,74
113422,David Villa,10000000,4,5,High,Low,Right,71,86,67,76,79,83,80,67,85,72,67,75,83,75,81,67,76,66,79,67,29,86,75,88,83,22,28,38,
166706,M. Škrtel,10000000,2,2,Medium,High,Right,39,35,84,69,43,33,27,67,59,54,67,52,73,52,46,75,76,85,35,80,81,33,28,39,71,80,83,81,
163705,S. Mandanda,10000000,1,3,Medium,Medium,Right,14,13,13,37,13,13,12,28,17,53,43,52,79,36,24,74,31,61,11,37,23,11,55,11,63,10,15,13,81
53612,P. Mertesacker,10000000,2,3,Low,Medium,Right,38,36,84,66,30,39,45,58,64,26,28,27,85,28,71,30,55,83,25,68,86,43,58,42,87,85,87,82,
194404,Neto,10000000,1,2,Medium,Medium,Right,11,15,14,36,12,12,13,36,24,53,49,59,74,49,28,79,39,63,19,40,15,11,40,22,52,19,14,15,80
177604,Nacho Monreal,10000000,2,3,High,Medium,Left,78,39,67,77,56,74,59,61,77,75,76,73,81,74,71,75,83,69,61,75,83,64,66,61,76,80,83,81,
168530,Jardel,10000000,2,2,Medium,High,Right,46,38,84,62,27,30,35,53,56,55,64,34,71,34,58,66,67,90,37,85,77,30,47,57,71,81,84,78,
165536,G. Cabral,10000000,2,3,Medium,Medium,Right,35,22,81,74,28,33,48,59,61,43,42,59,76,63,50,86,73,78,29,84,80,40,49,47,71,82,79,84,
165526,G. Paletta,10000000,2,3,Low,High,Right,30,16,76,55,30,48,35,61,55,49,53,46,76,40,60,80,69,87,44,84,84,28,18,35,74,84,84,80,
124635,M. Topal,10000000,2,5,Medium,High,Right,56,58,76,77,54,60,54,76,79,67,68,66,80,62,84,80,90,79,73,70,86,56,58,68,75,78,85,79,
201988,F. Fernández,10000000,2,2,Medium,High,Right,23,26,80,70,21,49,42,56,66,48,48,48,72,48,27,76,68,79,29,78,82,36,44,42,71,82,79,78,
188524,V. Babacan,10000000,1,2,Medium,Medium,Right,12,15,16,34,14,16,12,29,19,49,61,58,67,50,14,74,38,61,12,29,27,17,43,12,41,12,22,15,79
187347,I. Smolnikov,10000000,2,3,High,Medium,Right,74,61,69,80,57,49,46,76,72,84,90,80,76,76,67,85,93,68,57,65,71,77,75,41,73,77,76,81,
187324,Maurício,10000000,2,3,Medium,Medium,Right,40,42,78,67,51,44,45,62,55,68,69,57,74,60,56,88,71,80,53,84,78,32,46,52,74,80,79,79,
186148,R. Zieler,10000000,1,2,Medium,Medium,Right,15,10,13,25,12,11,10,22,22,46,50,43,80,41,21,69,32,55,14,32,21,15,39,24,61,11,12,13,79
183893,C. Yacob,10000000,2,3,Medium,High,Right,34,58,78,83,23,52,55,74,76,49,38,59,77,68,63,76,75,70,67,85,82,42,69,66,79,75,81,74,
183855,A. Ogbonna,10000000,2,3,High,Medium,Left,51,25,77,68,30,51,36,67,59,69,70,60,70,54,71,74,70,82,46,70,82,30,50,39,73,80,82,81,
181402,W. Vainqueur,10000000,2,3,Medium,Medium,Right,64,50,62,77,56,52,45,74,76,72,68,65,78,73,76,73,85,81,62,85,83,56,66,32,78,74,77,73,
177723,Fabricio,10000000,1,3,Medium,Medium,Right,15,14,14,43,13,19,15,44,35,59,63,64,77,54,25,79,42,58,14,33,26,14,55,22,65,18,14,11,79
170797,N. Şahin,10000000,3,3,Medium,Medium,Left,80,61,65,84,80,83,81,87,81,58,50,76,81,74,74,71,61,71,78,68,81,67,82,39,84,65,75,76,
169596,R. Shawcross,10000000,2,3,Medium,High,Right,33,53,83,63,35,34,24,69,54,46,51,62,73,53,44,68,76,89,28,87,80,31,50,48,69,79,80,79,
169588,J. Evans,10000000,2,4,Medium,Medium,Right,52,28,81,72,46,32,25,62,70,65,65,50,78,57,42,80,69,75,24,78,81,28,55,44,72,78,81,82,
147621,A. Samedov,10000000,3,3,High,Medium,Right,80,74,59,80,61,86,79,69,78,81,80,78,78,73,73,64,82,68,75,73,42,77,80,81,74,52,52,47,
221540,Raúl,10000000,2,3,Medium,Medium,Left,56,50,80,68,48,37,43,62,59,54,47,59,70,52,67,76,75,85,60,90,77,46,39,51,75,77,78,72,
221087,Pau López,10000000,1,3,Medium,Medium,Left,24,19,15,38,17,23,21,41,16,45,52,40,73,57,21,68,42,52,18,39,16,20,41,25,36,12,20,11,78
216475,Morales,10000000,3,4,Medium,Medium,Right,76,75,54,71,61,78,71,63,77,89,88,79,73,66,74,62,77,53,80,58,58,74,71,68,67,43,54,45,
215051,L. López,10000000,2,3,Medium,High,Right,33,48,80,67,50,37,32,58,64,64,68,64,75,55,67,87,73,82,44,79,80,38,41,48,75,76,78,77,
211119,Pedro Santos,10000000,3,5,High,Medium,Left,76,73,62,73,64,80,76,64,79,88,87,85,76,81,76,72,79,52,74,39,34,77,74,65,75,23,28,26,
207939,G. Pizarro,10000000,2,3,Medium,High,Right,62,59,60,80,62,66,54,72,74,64,56,61,72,54,66,71,91,80,65,87,80,67,71,60,77,72,77,77,
205114,T. Inui,10000000,3,3,Medium,Medium,Right,70,68,41,75,62,85,65,67,83,87,79,94,67,93,68,63,77,51,77,49,44,71,74,51,76,30,39,31,
198584,K. Mbodj,10000000,2,3,Medium,Medium,Right,39,45,81,63,63,35,55,66,68,63,73,51,69,42,78,82,82,94,58,80,71,37,41,62,73,73,80,78,
197083,D. Caligiuri,10000000,3,3,Medium,Medium,Right,76,69,56,77,68,78,61,63,79,78,78,78,78,76,78,76,76,68,70,59,60,76,76,79,74,44,58,51,
192722,R. Hamouma,10000000,4,4,Medium,Medium,Right,79,79,63,78,75,78,73,75,80,79,78,82,75,78,77,60,71,63,77,63,39,76,75,72,73,42,41,41,
192476,Fontàs,10000000,2,3,Medium,Medium,Left,60,45,73,76,46,58,52,77,68,33,30,55,77,41,58,50,31,83,47,77,81,43,56,52,69,78,82,78,
189682,B. Mee,10000000,2,3,Medium,High,Left,67,27,77,61,29,38,31,65,65,66,66,66,74,72,60,91,79,83,39,79,77,30,50,36,71,78,77,78,
189354,Susaeta,10000000,3,3,High,Medium,Right,88,69,52,80,62,82,79,81,78,76,74,69,74,74,77,65,69,61,76,63,43,76,83,58,74,16,23,27,
188879,A. N'Diaye,10000000,2,3,Medium,High,Right,58,46,55,76,31,36,32,70,74,66,76,60,74,57,73,62,79,93,63,85,80,46,61,54,68,75,83,75,
188829,N. Nkoulou,10000000,2,3,Medium,Medium,Right,60,33,74,75,64,37,28,72,73,68,71,67,67,78,58,83,68,75,46,76,75,54,63,50,77,79,77,77,
188268,L. Acosta,10000000,4,3,High,Low,Right,60,72,55,78,71,65,45,66,78,91,94,88,79,90,77,77,71,39,68,73,42,77,78,63,75,26,30,24,
186345,K. Trippier,10000000,3,4,High,High,Right,87,45,70,73,44,80,68,76,75,78,77,77,72,76,77,74,87,71,66,70,74,60,78,39,71,77,76,78,
186302,E. Hernández,10000000,4,3,Medium,Low,Right,80,73,49,76,72,73,67,75,83,73,77,80,70,76,73,70,77,55,74,39,42,70,78,70,74,60,45,52,
183871,N. Müller,10000000,3,3,High,Medium,Right,75,75,56,71,80,65,61,66,75,87,87,86,72,84,71,78,77,57,63,71,48,75,69,73,77,38,49,37,
183332,F. Bartels,10000000,4,3,High,Medium,Right,73,76,44,75,65,76,56,69,82,85,87,87,78,87,73,70,82,52,69,55,53,77,75,60,77,38,37,28,
183249,R. Bobadilla,10000000,3,3,High,Medium,Right,75,77,74,73,76,80,80,59,80,69,76,66,75,77,83,82,76,91,72,86,27,76,64,75,74,21,51,24,
180826,Luiz Adriano,10000000,3,3,High,Medium,Right,62,82,76,72,78,72,42,50,80,78,78,77,70,69,76,83,72,72,70,38,24,82,66,76,72,24,28,23,
178085,Granero,10000000,3,4,Medium,Medium,Right,78,69,59,84,58,80,76,82,81,60,55,69,77,67,78,56,46,68,77,73,72,72,82,73,71,54,74,62,
172049,E. Elia,10000000,4,3,Medium,Medium,Right,68,67,50,74,70,78,52,61,82,92,89,87,73,81,78,68,74,64,72,66,32,73,67,65,71,22,32,30,
170815,S. Defour,10000000,3,3,Medium,Medium,Right,76,67,62,79,68,77,76,77,79,70,68,74,78,79,76,71,77,69,74,81,82,72,80,71,81,73,73,71,
153296,Y. Gourcuff,10000000,4,4,Medium,Medium,Right,74,64,71,80,70,80,76,81,83,63,66,77,75,68,76,71,68,76,75,68,52,70,83,75,79,46,55,47,
160000,H. Briceldo,10000000,3,3,High,Low,Right,56,74,77,63,76,59,67,47,69,84,81,55,83,55,84,84,56,87,76,65,32,73,58,74,79,28,27,24,
192012,D. Reyes,10000000,2,3,Medium,High,Right,49,44,79,79,37,45,36,68,77,63,66,68,73,55,49,70,68,69,47,64,79,44,52,48,67,79,76,81,
210455,Jonny,10000000,2,3,High,Medium,Right,76,28,62,66,44,60,54,59,72,74,79,75,63,75,66,79,87,69,45,80,76,53,55,46,68,80,77,82,
213051,M. Elneny,10000000,3,3,Medium,High,Right,67,57,57,79,39,69,61,73,76,58,61,67,75,62,71,70,92,73,67,74,76,63,70,62,77,70,75,72,
216655,Bastos,10000000,2,3,Medium,High,Right,36,30,74,68,31,35,28,65,62,70,73,62,70,76,49,71,69,78,41,73,79,31,28,50,67,78,79,77,
216158,S. Widmer,10000000,2,3,High,Medium,Right,82,58,68,75,48,67,56,73,76,78,84,76,78,64,76,82,88,77,66,68,67,68,68,58,72,72,73,71,
200054,Pedro Obiang,10000000,2,3,Medium,High,Right,68,50,70,80,60,56,62,79,78,67,69,71,69,63,74,74,77,79,63,71,76,62,78,58,79,70,79,77,
219258,Pedro Henrique,10000000,2,2,Medium,Medium,Left,29,35,73,67,23,29,35,42,63,52,50,42,74,33,68,40,84,90,37,82,78,32,35,43,75,75,81,73,
225402,Bruno Gaspar,10000000,2,3,High,Medium,Right,73,57,64,72,63,74,35,67,75,82,85,84,80,74,68,80,85,67,64,73,71,75,67,48,74,72,74,76,
230524,Formosandrinho,10000000,3,3,Medium,Medium,Right,57,76,77,65,72,61,55,58,73,81,81,79,73,77,85,56,61,72,77,52,23,75,56,56,78,16,14,15,
183427,F. Delph,10000000,3,3,High,High,Left,69,63,53,80,59,72,48,75,79,76,72,89,72,86,80,68,88,66,73,82,75,71,72,65,76,63,73,71,
204935,J. Pickford,10000000,1,3,Medium,Medium,Left,17,19,15,50,20,18,16,53,38,48,41,33,68,46,31,59,44,50,13,23,24,18,66,41,51,14,20,12,77
184716,J. Allen,10000000,3,3,Medium,Medium,Right,68,68,44,82,38,58,50,75,77,65,60,78,82,90,63,78,86,59,60,74,76,69,72,52,81,68,77,70,
199823,Campaña,10000000,3,3,Medium,Medium,Right,73,64,65,81,57,81,80,76,81,66,66,68,74,75,77,58,76,73,74,68,75,70,77,69,70,70,76,74,
184469,H. Arter,10000000,3,5,High,High,Right,62,70,49,82,63,64,70,77,76,67,67,75,73,76,76,71,77,75,75,84,71,68,75,68,73,64,74,66,
230294,Louri Beretta,10000000,3,3,High,Low,Right,56,74,77,63,76,59,67,47,69,84,81,55,83,55,84,84,56,87,76,65,32,73,58,74,79,28,27,24,
160161,P. Hidalgado,10000000,3,3,Medium,Medium,Right,57,76,77,65,72,61,55,58,73,81,81,79,73,77,85,56,61,72,77,52,23,75,56,56,78,16,14,15,
210862,Ricardo Ferreira,10000000,2,2,Medium,Medium,Right,29,26,77,65,34,32,32,53,64,54,56,51,76,49,46,66,60,77,22,76,77,51,33,43,75,79,80,75,
207537,J. Lukaku,10000000,3,4,High,Medium,Left,73,54,62,72,57,53,46,66,75,87,91,75,77,73,74,79,78,86,62,74,77,61,68,53,76,70,74,72,
201922,M. Hinteregger,10000000,2,3,High,Medium,Left,53,48,77,63,49,58,63,81,62,64,71,62,68,62,83,85,77,82,71,82,76,61,65,64,65,78,78,77,
209620,A. Baba,10000000,3,3,High,Medium,Left,77,48,67,73,41,67,23,67,77,81,83,77,76,74,59,76,77,71,47,73,71,63,55,42,69,72,78,77,
203485,T. Kongolo,10000000,2,4,Medium,High,Left,67,27,74,72,40,63,44,65,69,79,77,75,70,63,67,86,77,77,52,72,77,49,49,42,73,75,82,84,
189410,D. Latza,10000000,2,4,High,High,Right,71,33,61,80,47,54,59,77,80,69,67,75,76,76,74,73,90,68,76,79,72,70,78,73,80,71,71,67,
186351,L. Fer,10000000,3,4,Medium,Low,Right,68,71,80,79,66,49,44,76,75,70,72,71,73,51,85,91,90,75,78,80,70,75,73,72,72,66,70,69,
229391,Palhinha,10000000,2,4,Medium,Medium,Right,48,38,70,75,59,42,45,73,72,52,57,51,73,49,64,84,82,86,57,79,78,47,54,56,81,72,77,70,
195859,D. Ings,10000000,3,3,High,High,Right,62,77,71,69,66,57,36,61,76,83,82,77,74,79,74,81,75,73,67,60,39,79,68,68,70,33,24,27,
215107,H. Villalba,10000000,3,4,High,Medium,Right,61,74,60,67,70,69,55,61,78,92,92,91,74,89,84,54,79,50,76,68,38,74,70,60,69,25,39,30,
224069,K. Toko-Ekambi,10000000,2,3,Medium,Medium,Right,77,78,68,68,67,54,58,56,73,77,72,76,74,66,74,68,67,75,69,43,21,82,52,67,71,13,14,18,
204102,Y. Ayoub,10000000,3,3,Medium,Medium,Left,81,65,56,76,66,74,71,73,78,73,68,74,75,91,75,43,85,69,73,72,66,67,75,72,78,58,73,74,
202828,F. Viviani,10000000,3,4,Medium,Medium,Right,72,58,60,78,68,74,80,76,78,67,68,76,70,78,80,68,78,72,78,60,70,63,76,68,67,64,68,68,
207444,J. Damm,10000000,3,3,High,Medium,Right,73,70,65,70,51,66,59,62,76,95,95,85,71,68,68,68,78,66,55,65,48,69,60,61,69,40,35,37,
205402,J. Boëtius,10000000,4,4,Medium,Medium,Right,70,70,66,70,65,80,58,67,77,90,84,92,72,72,70,67,71,37,73,41,23,67,70,63,70,28,26,25,
208498,M. Dabbur,10000000,3,4,Medium,Medium,Right,50,76,75,76,62,74,35,63,78,78,81,80,64,71,73,86,81,77,60,33,19,79,72,67,48,32,37,27,
209782,S. Larsson,10000000,4,2,Medium,Medium,Right,70,72,42,71,65,75,77,70,81,76,77,83,70,76,77,50,75,64,80,52,55,68,77,55,74,32,42,25,
215930,T. Jedvaj,10000000,2,3,Medium,Medium,Right,67,51,74,68,43,45,30,60,68,75,69,67,72,65,65,81,72,76,39,83,76,49,39,44,67,74,77,78,
212350,L. Diony,10000000,3,3,High,Low,Right,64,78,70,69,66,50,48,42,76,80,78,69,69,71,80,71,73,78,70,72,21,75,68,68,78,18,23,15,
212125,L. Marković,10000000,4,3,Medium,Medium,Right,68,66,58,71,68,79,62,57,81,89,91,88,73,79,65,66,61,55,60,41,49,73,71,70,76,32,39,37,
220334,O. Romero,10000000,4,3,Medium,Low,Left,69,76,52,76,53,76,62,75,78,79,78,79,69,85,73,59,74,62,75,50,39,68,75,65,69,23,24,25,
193983,A. Delort,10000000,3,3,Medium,Medium,Right,68,77,73,73,76,41,73,55,73,74,78,71,69,72,82,72,75,79,74,70,23,74,68,71,73,20,20,24,
231361,J. Gnagnon,10000000,2,2,Medium,Medium,Right,35,28,75,63,32,29,28,47,69,65,66,40,59,53,48,74,65,87,27,76,76,35,34,47,68,76,79,73,
212269,R. Bazoer,10000000,3,3,Medium,Medium,Right,70,58,63,79,69,68,41,74,81,76,74,74,76,73,72,81,77,74,67,72,67,68,71,46,79,54,67,64,
229167,M. Rashica,10000000,3,4,High,Medium,Right,74,69,50,68,68,71,45,66,77,93,87,89,69,76,73,41,75,56,69,67,26,68,72,45,72,21,29,36,
224574,O. Pineda,10000000,3,4,High,High,Right,67,65,41,76,67,68,56,73,75,85,87,91,72,86,73,65,88,50,70,67,67,68,73,63,72,66,65,65,
226370,André Horta,10000000,3,3,High,Medium,Right,64,57,52,76,67,70,50,73,78,75,76,89,76,92,74,69,76,50,64,66,68,73,75,55,78,65,68,58,
220493,A. Barreca,10000000,2,2,High,Medium,Left,77,21,55,66,33,65,21,58,72,78,91,79,74,78,53,67,90,65,42,62,68,58,51,22,68,66,74,72,
219740,Kahraba,10000000,3,4,High,Medium,Right,66,76,64,69,54,67,44,59,79,80,87,81,67,66,75,70,74,69,71,51,28,78,66,69,64,25,29,18,
223329,A. Conti,10000000,2,2,High,High,Right,75,58,64,75,59,63,32,68,75,78,84,78,76,68,62,53,92,59,43,73,73,73,63,40,72,68,74,74,
221551,E. Mammana,10000000,3,2,Medium,High,Right,48,28,66,75,36,44,34,76,71,78,79,70,73,63,63,73,72,72,48,71,77,46,50,68,82,76,75,77,
206516,W. Hughes,10000000,3,3,Medium,Medium,Left,64,61,58,77,46,56,48,73,78,68,65,73,75,78,58,54,74,61,56,67,62,68,79,60,78,67,68,67,
229857,S. Sensi,10000000,3,4,Medium,Medium,Right,65,45,30,77,49,73,75,76,78,69,61,66,68,87,61,51,72,64,68,66,67,63,79,74,74,64,72,71,
